0.0	6.64474691399
0.01	14.4203366802
0.02	16.0303198455
0.03	17.1130397759
0.04	18.1181503492
0.05	18.794020231
0.06	19.4138016984
0.07	19.9967572474
0.08	20.6260570527
0.09	21.3222281346
0.1	21.9560038624
0.11	22.5219735298
0.12	23.0505276105
0.13	23.6652411383
0.14	24.1228709811
0.15	24.5712959608
0.16	24.9665975014
0.17	25.353112584
0.18	25.6067122471
0.19	25.9219760144
0.2	26.2062567925
0.21	26.4536352806
0.22	26.6799452615
0.23	26.9116073845
0.24	27.1179165569
0.25	27.3612934146
0.26	27.5750468529
0.27	27.7994117887
0.28	28.0203093848
0.29	28.205414077
0.3	28.3816183011
0.31	28.6014534069
0.32	28.77675544
0.33	28.9706425158
0.34	29.1455984203
0.35	29.3345094099
0.36	29.5237437306
0.37	29.7218664395
0.38	29.9047956771
0.39	30.0896274526
0.4	30.2585106219
0.41	30.4273146449
0.42	30.585890317
0.43	30.7857603245
0.44	30.980662674
0.45	31.1671804087
0.46	31.3650578405
0.47	31.5450764853
0.48	31.7596618745
0.49	31.9535298948
0.5	32.144340661
0.51	32.3392847042
0.52	32.5479508125
0.53	32.7307235761
0.54	32.9556777984
0.55	33.1741837459
0.56	33.4015179079
0.57	33.5830773547
0.58	33.7546769169
0.59	33.9522819587
0.6	34.155892122
0.61	34.392988281
0.62	34.5758943778
0.63	34.7730850088
0.64	34.9674229036
0.65	35.2171898375
0.66	35.4087583025
0.67	35.5868292811
0.68	35.8257861402
0.69	36.0513657415
0.7	36.2444065296
0.71	36.4817417887
0.72	36.6861238846
0.73	36.9261402414
0.74	37.1665187977
0.75	37.3802083548
0.76	37.6152446355
0.77	37.8242793761
0.78	38.0594893852
0.79	38.2927561499
0.8	38.4922312152
0.81	38.7231240509
0.82	38.9322071342
0.83	39.1342593077
0.84	39.383855607
0.85	39.6636575972
0.86	39.9386937296
0.87	40.2251446671
0.88	40.4822654016
0.89	40.7157591726
0.9	40.9868191351
0.91	41.2869952269
0.92	41.586495903
0.93	41.9347778365
0.94	42.3122269043
0.95	42.7512546827
0.96	43.2153736986
0.97	43.7019188337
0.98	44.3758255573
0.99	45.4643940352
