0.0	0.00658980566481
0.01	0.997454338144
0.02	2.00385827457
0.03	2.91509915162
0.04	3.89188522689
0.05	4.87921554185
0.06	6.02413081858
0.07	6.94542354567
0.08	8.19281426056
0.09	9.40954721176
0.1	10.6179432268
0.11	11.781139173
0.12	13.0933932582
0.13	14.2741526226
0.14	15.4941416885
0.15	16.5110739742
0.16	17.6641654667
0.17	18.8602811784
0.18	20.1973402223
0.19	21.2824520829
0.2	22.4973446205
0.21	23.6703691638
0.22	24.809506787
0.23	26.0776339173
0.24	27.5883741104
0.25	29.1427429893
0.26	30.5912116181
0.27	32.0083001336
0.28	33.2780275249
0.29	34.4674287644
0.3	35.7842359012
0.31	37.4231496395
0.32	38.8650986229
0.33	40.0652808937
0.34	41.669271087
0.35	43.0856435954
0.36	44.8134109487
0.37	46.3710871903
0.38	47.9930921891
0.39	49.6788225124
0.4	51.5243626524
0.41	53.3482142914
0.42	55.5010969263
0.43	57.217901468
0.44	59.0945716407
0.45	60.8383056667
0.46	62.7164572275
0.47	64.6477590089
0.48	66.4557511536
0.49	68.3235465662
0.5	70.5139530232
0.51	72.3492650453
0.52	74.4751819598
0.53	76.4199691002
0.54	78.5609742504
0.55	80.3562999342
0.56	82.6486087495
0.57	84.7271180175
0.58	87.0560314284
0.59	89.7310834856
0.6	91.9372894314
0.61	94.4580984306
0.62	96.6979753607
0.63	99.4625391115
0.64	101.814648999
0.65	104.495663331
0.66	107.241036665
0.67	110.184271841
0.68	113.381515519
0.69	116.352207423
0.7	119.645838814
0.71	122.78190896
0.72	126.183552182
0.73	129.643200956
0.74	133.173823165
0.75	136.806664496
0.76	141.580039625
0.77	145.791018163
0.78	150.504285051
0.79	154.826825561
0.8	160.456881121
0.81	164.93134926
0.82	169.842303485
0.83	175.332270008
0.84	181.046168666
0.85	187.537617327
0.86	193.88128774
0.87	200.712199085
0.88	209.164760485
0.89	217.368792373
0.9	226.772621001
0.91	238.46957388
0.92	250.335100656
0.93	263.649498645
0.94	278.607685644
0.95	295.070016065
0.96	317.51823472
0.97	349.114515816
0.98	385.934445902
0.99	460.705534622
