0.0	0.00199586689849
0.01	0.857514311348
0.02	1.89655952908
0.03	2.94600010004
0.04	3.90736366169
0.05	4.93027168452
0.06	6.00873381549
0.07	7.16726336557
0.08	8.17675433847
0.09	9.1251401695
0.1	10.0582389017
0.11	11.1629694598
0.12	12.3229265088
0.13	13.5055434814
0.14	14.7249088788
0.15	15.9946275432
0.16	17.3834525031
0.17	18.5019633049
0.18	19.8257814284
0.19	20.9944221845
0.2	22.090865448
0.21	23.3354652867
0.22	24.5669315959
0.23	25.8836390035
0.24	27.2965095971
0.25	28.3802796728
0.26	29.7901764062
0.27	31.2661387906
0.28	32.6739422287
0.29	34.109004963
0.3	35.4510420953
0.31	36.9441499411
0.32	38.3478629866
0.33	39.9489941843
0.34	41.2574987925
0.35	42.7451213092
0.36	44.2175094217
0.37	45.8039064753
0.38	47.5822499273
0.39	49.2913747138
0.4	50.7546476894
0.41	52.4344137047
0.42	54.0678282157
0.43	55.7762019763
0.44	57.3412791559
0.45	59.0393620155
0.46	60.8898707791
0.47	62.6019607188
0.48	64.8754794687
0.49	66.5831504848
0.5	68.4395926915
0.51	70.4909730974
0.52	72.2568403829
0.53	74.3868576019
0.54	76.7519745534
0.55	79.0454290734
0.56	80.6973568053
0.57	82.7809807005
0.58	85.4919877094
0.59	88.2819319381
0.6	90.3923510471
0.61	92.8354520836
0.62	95.3477731031
0.63	98.4275658652
0.64	101.213076528
0.65	103.762696839
0.66	106.413425609
0.67	109.296811492
0.68	112.790115669
0.69	115.820250052
0.7	119.065473644
0.71	122.665123502
0.72	126.00510231
0.73	129.381087009
0.74	132.696444023
0.75	137.088861131
0.76	140.436588865
0.77	144.92413936
0.78	149.412431997
0.79	154.705810519
0.8	159.54073708
0.81	165.130794472
0.82	170.698710221
0.83	177.188614495
0.84	183.659986717
0.85	189.682495079
0.86	196.76810504
0.87	204.31937532
0.88	212.025267549
0.89	220.467399159
0.9	230.445694991
0.91	240.47364438
0.92	251.467226316
0.93	264.12277247
0.94	277.689435399
0.95	300.281592748
0.96	323.021932936
0.97	351.18959451
0.98	386.106549118
0.99	458.363908734
