0.0	0.00692277989959
0.01	1.01521819659
0.02	1.94201810701
0.03	2.95099164158
0.04	3.91983816264
0.05	4.87157997599
0.06	5.76074471492
0.07	6.82051271852
0.08	7.743620015
0.09	8.795989585
0.1	9.95782062462
0.11	10.9246538312
0.12	11.9916405986
0.13	13.2072693497
0.14	14.3345159706
0.15	15.3233909952
0.16	16.4646383315
0.17	18.161297551
0.18	19.5493777829
0.19	20.7250756066
0.2	21.8667216914
0.21	23.0307746159
0.22	24.0291332098
0.23	25.6264717473
0.24	27.0015766456
0.25	28.4380179387
0.26	29.9871083286
0.27	31.317342732
0.28	32.6413496164
0.29	34.0546886934
0.3	35.0946537793
0.31	36.7848540151
0.32	38.3087798839
0.33	39.8068294029
0.34	41.2859588285
0.35	42.9163890967
0.36	44.3670834525
0.37	46.2930051899
0.38	47.8077145902
0.39	49.6542991988
0.4	51.2835506374
0.41	52.6945393615
0.42	54.4413038463
0.43	56.3671051145
0.44	58.2646318849
0.45	60.3995359312
0.46	62.3569770775
0.47	64.2903885077
0.48	66.1112933142
0.49	67.7460955144
0.5	69.6519853219
0.51	71.5791302266
0.52	73.8067761329
0.53	76.1344948001
0.54	78.1870051123
0.55	80.4209077211
0.56	82.2767156312
0.57	84.6266956521
0.58	86.8753351407
0.59	89.0351611767
0.6	91.6996298374
0.61	94.1259335641
0.62	97.0917283274
0.63	99.5029538063
0.64	101.974835502
0.65	104.654491715
0.66	107.401202058
0.67	110.481268553
0.68	113.513035655
0.69	116.387509597
0.7	120.326885375
0.71	124.406442616
0.72	127.763847195
0.73	131.286753408
0.74	135.173056199
0.75	138.675650659
0.76	142.837096351
0.77	147.344745082
0.78	151.49413238
0.79	156.17602928
0.8	160.722902394
0.81	164.906140758
0.82	170.136385054
0.83	176.750090009
0.84	183.535884744
0.85	190.592025249
0.86	197.342044725
0.87	204.637529975
0.88	211.558030972
0.89	222.240556273
0.9	231.20014165
0.91	241.114607048
0.92	254.939357296
0.93	268.993801353
0.94	287.388777681
0.95	307.984445025
0.96	331.094424099
0.97	366.900379516
0.98	409.790500022
0.99	483.073256288
