0.0	0.0141643627442
0.01	1.00638930326
0.02	2.05495765049
0.03	3.0936553622
0.04	3.96851413854
0.05	5.06096825302
0.06	5.93152529353
0.07	7.09413402418
0.08	8.24338994093
0.09	9.35678437623
0.1	10.4637681327
0.11	11.6894303183
0.12	12.8734919423
0.13	13.8879702969
0.14	15.1992869403
0.15	16.2264243558
0.16	17.2817094519
0.17	18.3886753008
0.18	19.5738888348
0.19	20.6359870548
0.2	21.9845081297
0.21	23.2163713005
0.22	24.66664171
0.23	25.8739748313
0.24	27.1826530477
0.25	28.4977310621
0.26	29.7724371959
0.27	31.274344022
0.28	32.6029938919
0.29	33.9624142312
0.3	35.0301003085
0.31	36.3658814844
0.32	37.720256365
0.33	39.2246066169
0.34	40.5834673335
0.35	41.881975656
0.36	43.3325056664
0.37	44.8718752958
0.38	46.1542854084
0.39	47.5102173531
0.4	49.1967624766
0.41	50.8016778721
0.42	52.526046371
0.43	54.3712750646
0.44	56.4408394447
0.45	58.0906738092
0.46	59.9674735803
0.47	61.9402759873
0.48	64.0508647503
0.49	65.6924403429
0.5	68.0405034059
0.51	70.3252818876
0.52	72.2742089635
0.53	74.1851147003
0.54	76.4719717115
0.55	78.9213934779
0.56	81.097785238
0.57	83.6992561154
0.58	86.3145423663
0.59	88.9277860763
0.6	90.7295377285
0.61	93.298289803
0.62	95.4014403379
0.63	97.5723660133
0.64	100.885932918
0.65	103.548580865
0.66	105.941167856
0.67	109.324719193
0.68	112.411245059
0.69	115.274785485
0.7	118.477125011
0.71	121.561252531
0.72	124.602327832
0.73	128.375006006
0.74	132.084780812
0.75	135.714299237
0.76	140.098279812
0.77	143.903094902
0.78	149.028948046
0.79	153.030636299
0.8	158.397281743
0.81	163.982411891
0.82	169.118627839
0.83	175.437934848
0.84	182.201760156
0.85	188.090020586
0.86	195.374002519
0.87	202.557585069
0.88	209.465856016
0.89	218.687109783
0.9	229.740519665
0.91	240.559134838
0.92	250.518697387
0.93	265.843216367
0.94	281.990645939
0.95	302.746332347
0.96	323.939513006
0.97	354.463449839
0.98	392.366232387
0.99	462.96476497
