0.0	1.52864762611
0.01	2.41552058816
0.02	3.34941986753
0.03	4.21917115422
0.04	5.00602552558
0.05	5.95335850773
0.06	7.03741055843
0.07	8.21433048631
0.08	9.18964748063
0.09	10.3881051359
0.1	11.5081538281
0.11	12.7114692093
0.12	13.8835708717
0.13	15.1633215744
0.14	16.1951654907
0.15	17.6209599516
0.16	18.7894186906
0.17	20.1231404237
0.18	21.3282791859
0.19	22.6359854315
0.2	23.9308789053
0.21	25.2821252477
0.22	26.3725207478
0.23	27.6981888389
0.24	28.9835790714
0.25	30.4418572966
0.26	31.9050366357
0.27	33.386765221
0.28	34.6594084898
0.29	36.0718354154
0.3	37.2549633428
0.31	38.6966150793
0.32	40.0519491315
0.33	41.3778606617
0.34	42.9387489132
0.35	44.3635451166
0.36	45.8742916151
0.37	47.3489716987
0.38	48.596633461
0.39	50.2395582457
0.4	51.7757608494
0.41	53.6391793534
0.42	55.1798871083
0.43	56.8810220303
0.44	58.5534929502
0.45	60.318931477
0.46	62.0460187788
0.47	63.8852639323
0.48	65.7205001905
0.49	67.6469859587
0.5	69.3508198949
0.51	71.5138435821
0.52	73.7935970532
0.53	75.7081013762
0.54	77.9783031116
0.55	80.2758848333
0.56	82.4173292749
0.57	85.0195430873
0.58	87.4774557594
0.59	89.7824232804
0.6	92.1737473044
0.61	94.6370464582
0.62	97.3318198192
0.63	99.7383284491
0.64	102.839572393
0.65	106.098419754
0.66	109.479707086
0.67	112.801664208
0.68	116.123708626
0.69	119.696127328
0.7	123.391063919
0.71	127.046376752
0.72	130.077405679
0.73	133.828397411
0.74	137.571117306
0.75	141.734933861
0.76	145.886540592
0.77	150.71452099
0.78	154.991758282
0.79	159.835329482
0.8	164.988566003
0.81	170.486719927
0.82	175.235627954
0.83	180.828210208
0.84	186.228769839
0.85	193.441071573
0.86	199.818179871
0.87	208.130545423
0.88	215.820688717
0.89	223.90814816
0.9	233.732886863
0.91	245.011985193
0.92	255.313407184
0.93	266.979521498
0.94	281.857175506
0.95	302.224565194
0.96	324.468524836
0.97	353.128785889
0.98	399.061410343
0.99	464.329792071
